,x,y
158,-19186.58215516461,6733177.140795772
159,-19708.113969531205,6733743.475765099
160,-16145.55630567354,6734559.870914282
161,-16398.696827738502,6734153.456585058
162,-17443.430248834524,6733675.147637196
163,-17592.70968598657,6733240.264210556
164,-16401.591134499242,6732960.157792918
165,-15843.21256868167,6732017.15592158
166,-16624.898033029778,6731824.229665
167,-17732.860924897133,6732656.929258147
168,-18594.473783636437,6731387.114420875
169,-20586.53607138161,6731462.774197642
170,-20244.451276175194,6731575.189430608
171,-21109.737678111043,6732483.5328039015
172,-19781.473513965124,6732798.589910916
173,-19750.30405654156,6732240.030888832
174,-30010.39888397793,6733749.39397641
175,-29106.26197975457,6731925.17471006
176,-29489.980264518006,6731478.013811266
177,-29315.876580917207,6731902.762291715
178,-30894.498279858584,6732746.408294901
179,-30632.563518020168,6732598.293228736
180,-30536.82875593897,6732705.703280416
181,-30363.392989282736,6732353.353406608
182,-30211.107925878718,6732332.015660013
183,-31122.814555474793,6732609.948674937
184,-32177.789369721806,6731788.190973604
185,-30726.7398072326,6731876.584665248
186,-31243.818841966848,6732112.903550464
187,-16918.44753025386,6730894.984466072
188,-16715.5120985369,6731100.976224055
189,-17374.078206068014,6730745.289637053
190,-18362.70660380332,6730883.152199713
191,-18132.163938370937,6730521.021459995
192,-25950.68837423749,6729608.415918084
193,-27377.136329263245,6729992.733885156
194,-27197.911949085537,6730426.90596078
195,-27159.061446798023,6730306.618974118
196,-27229.41536497997,6730858.053509837
197,-27532.872296881338,6731481.241027223
198,-28293.4070579829,6731891.287157414
199,-28342.387633930168,6732058.395398872
200,-27963.901365234873,6731478.730970255
201,-28355.857292315595,6731833.015240831
202,-27490.57089037975,6730764.292660344
203,-23473.829704085463,6730244.414627873
204,-23244.95683101592,6729147.5809437595
205,-23680.66131798143,6730135.065200709
206,-30722.287027600258,6730428.698626784
207,-30986.225540269545,6730280.267218952
208,-30900.175573888828,6729768.844952045
209,-30687.889304945085,6729497.820314039
210,-29525.60250157108,6729905.436186576
211,-19749.302181126124,6730796.920596297
212,-19707.000774624536,6731008.6468103705
213,-20274.730177668895,6730811.800412727
214,-20352.76514071479,6730064.078490323
215,-20484.678737305232,6729540.301754012
216,-20102.073647448466,6729279.322234082
217,-19269.960453769887,6729642.114715325
218,-19834.57291107387,6729628.85027848
219,-19356.455698115537,6730169.662483507
220,-19435.269897597234,6731203.525849443
221,-21219.94397399594,6729452.112683262
222,-21561.36085225779,6729102.771467139
223,-28224.388973690086,6729186.117290994
224,-27887.647514040214,6728812.232806997
225,-28270.363923388217,6728737.673046664
226,-28089.915028812604,6728892.887163026
227,-28747.03398296335,6729986.818405773
228,-28201.345839095407,6729812.582578133
229,-27878.07403783096,6730560.819198567
230,-28617.79205415401,6731434.6258098865
231,-16714.176264647762,6728033.690522062
232,-15882.619668419688,6728876.397763009
233,-16920.896559049663,6728759.180599735
234,-16826.386311366365,6729890.020263174
235,-16666.086244624697,6729555.537767523
236,-18521.22555869375,6729816.70539927
237,-18355.80479537517,6729486.886308414
238,-18161.55228394043,6730120.36588156
239,-20690.285836800464,6727727.419782469
240,-21031.257437100212,6728628.702318012
241,-21096.49065870525,6728594.82849076
242,-21176.752011567318,6729051.330492173
243,-21358.648059523297,6729629.746523531
244,-20858.600906879783,6728982.14558216
245,-20501.599299907568,6729245.804179707
246,-20822.310752882142,6729344.028601214
247,-29652.951999040783,6729278.246786343
248,-30431.74315663098,6729317.679963029
249,-28690.261042660895,6728252.872035419
250,-29170.60464543257,6728670.462309678
251,-27925.49614090946,6727564.163728775
252,-23441.769690737696,6727540.867303143
253,-25092.97169767436,6727985.661346852
254,-23469.59956343559,6727982.97315512
255,-22056.84390578056,6728563.822412692
256,-23683.778263721804,6729087.357064211
257,-23977.327760945886,6729505.707146893
258,-28293.295738491666,6728585.150280302
259,-27016.34985960042,6728343.19875929
260,-26687.734722779434,6728438.544722116
261,-27686.827152648195,6729074.989715536
262,-20123.335670191907,6726868.883728219
263,-20039.289454642065,6728246.240946377
264,-22030.12722798934,6727626.885206154
265,-21795.13178292461,6728094.802680885
266,-21662.77290837207,6728181.901741376
267,-21794.35254648881,6727343.9255695315
268,-21715.649666498346,6726885.906627192
269,-21827.85971321695,6726568.03226217
270,-19136.822342781543,6726341.549870956
271,-18057.691199030345,6726441.710214542
272,-28072.3265492657,6727068.143471087
273,-26768.552673094837,6725942.891666995
274,-27023.029029048936,6727397.506151645
275,-26302.01268717946,6726236.015529345
276,-25991.765266341175,6727839.962635223
277,-26177.4461769821,6728071.683951004
278,-24770.25649386608,6727175.30135707
279,-25504.18589666482,6725934.829118234
280,-24325.980406109582,6726673.033356921
281,-24153.657834360023,6726886.265004396
282,-24168.352007146186,6727274.934369583
283,-24736.749327135112,6726502.631240984
284,-24322.084223930575,6726038.030345482
285,-24542.274176720737,6726368.96393909
286,-24849.293332327416,6726366.813812763
287,-25174.568884425564,6727004.709534451
288,-24445.760178203735,6725841.304136206
289,-24627.656226159717,6725765.159111091
290,-24707.917579021785,6725768.742390416
291,-24725.617378057086,6725701.556165488
292,-24973.859842524776,6726198.926535579
293,-25520.327222831354,6724333.76518963
294,-19955.79983654839,6726432.930457141
295,-19722.585503334903,6726570.540804955
296,-20103.96607879377,6723116.472231845
297,-20277.401845449996,6725516.1250620205
298,-18327.863603186044,6725662.3196666185
299,-18570.428773623487,6725152.799842139
300,-20755.5190584055,6726069.385144165
301,-20217.511959401505,6726118.836386405
302,-20100.737813559328,6725969.229381935
303,-19795.722408786354,6724273.397785805
304,-19519.20479365584,6724796.477396257
305,-20163.076728403626,6724295.430940666
306,-23935.694271388864,6725409.884796931
307,-25225.441891718136,6724898.589323335
308,-25644.114496592912,6724064.533604927
309,-24154.88234876076,6724458.442312994
310,-24883.245777020486,6725097.9799891235
311,-20792.922407312646,6725855.995728903
312,-21725.223142704766,6725779.313073626
313,-22281.8205966711,6725752.796809513
314,-22277.479136532824,6725277.310356867
315,-21947.639485311098,6724313.881514597
316,-21299.760048893077,6724394.49130861
317,-21356.199030727494,6723996.4658186305
318,-22297.182686401833,6725129.689466932
319,-27614.358164141307,6725386.415380665
320,-27582.409470284776,6725643.3285524435
321,-26620.275111358227,6723687.122812852
322,-26857.162987765423,6724127.765505787
323,-28175.29707824875,6724570.223426281
324,-27758.071626757177,6724885.690903973
325,-22575.815371857283,6723464.481936385
326,-22845.20853957718,6722957.427973122
327,-23185.734861914825,6723154.084504029
328,-23784.856361362385,6724080.475879241
329,-23520.806529201862,6723777.578005601
330,-22971.110883663678,6723788.325224014
331,-22287.386571212945,6722777.790502779
332,-22561.12119907395,6722750.567622792
333,-21318.79568182035,6722711.882634125
334,-21585.183223288273,6721942.340291173
335,-22263.89815865333,6723147.636673601
336,-21885.634528940504,6722849.967394909
337,-22038.25355081539,6723243.459123972
338,-21881.62702727026,6723142.979910354
339,-23875.247787887038,6720372.319814149
340,-23959.850600890215,6720456.471536921
341,-24492.959642299767,6723239.339630948
342,-23009.51610798909,6722151.329120981
343,-23169.148257786193,6721733.356825255
344,-22889.068418950374,6721889.153758884
345,-23060.166476299197,6721329.731278705
346,-23789.42046048596,6722310.536722086
347,-24260.52454552208,6722489.62660799
348,-21856.35750285941,6721296.783137762
349,-23132.63546480608,6720334.899433774
350,13768.662538255425,6711842.414784741
351,14517.174794351926,6711815.76499954
352,14128.335813008745,6711683.948216193
353,13617.71330874054,6711446.254141201
354,13853.487990241068,6709228.289157798
355,14366.225564834209,6709378.840610508
356,16554.09883688573,6706871.144778283
357,16418.511697098744,6707334.832486357
358,17037.670704891843,6709417.998748111
359,15815.382695980947,6708037.385706657
360,20247.679541406804,6706374.238115821
361,20232.762729641006,6706840.757530163
362,19108.76983110118,6707867.730541236
363,19341.65020584097,6707719.352205811
364,19034.408411251825,6707739.73172079
365,18485.492002149444,6709730.555375691
366,17848.410556338575,6708795.782105389
367,17009.395554231847,6707142.132541218
368,17227.693075676707,6707753.139324223
369,17086.20600287701,6707794.256112259
370,17636.124287397663,6707245.810980837
371,18539.59327467362,6707653.208517005
372,15622.020740473241,6707072.060963285
373,14111.526569900476,6706402.478761832
374,13935.864413428075,6706314.361120349
375,15552.22341974746,6706603.204653259
376,15883.844182820423,6706154.572126997
377,16274.909553976942,6705930.98003469
378,16124.628241406628,6705671.828208007
379,16211.68008320561,6706455.206812125
380,18668.94652297703,6705411.79103442
381,18113.016985955262,6705637.156105648
382,20851.587778960402,6706193.714778685
383,20456.848864607342,6705697.743019978
384,20724.683559455636,6703979.679926731
385,21510.93312293015,6704762.895950649
386,21370.336606057488,6704294.529800939
387,14946.200111868924,6704067.057588993
388,14166.184439880823,6704528.620163948
389,14118.762336802323,6704327.409263028
390,14052.52723977902,6705695.419619681
391,13341.752291063363,6706283.439739656
392,13753.300448527525,6705877.719193638
393,13112.100181558015,6705602.126708674
394,19979.62220757604,6703230.664845859
395,19745.85127691205,6703886.764012536
396,20403.638148007365,6704018.276079272
397,16332.239091735562,6704495.73989046
398,16668.089995458402,6704032.570996944
399,17239.4929416993,6704825.799520297
400,15638.829983584343,6704131.921367136
401,16299.399841951994,6704030.605444279
402,15333.591939828904,6703885.513228604
403,15779.31518096577,6705098.506403637
404,12222.10085266465,6704196.070900408
405,12282.547336166475,6704571.865073344
406,12604.03802557685,6704935.524522137
407,12681.850349643113,6704746.8127294965
408,13534.112371155632,6704008.627024008
409,18340.887983609373,6703473.837056263
410,18529.6858399935,6703354.126097858
411,17791.860255015756,6704801.317107379
412,15218.932864311664,6702699.856358777
413,15443.686916222568,6702601.595366748
414,14941.747332236582,6702590.518747357
415,15892.527103102642,6702607.669648288
416,15151.361933399223,6702139.427272911
417,15352.627572753343,6702612.314690157
418,16857.110490824998,6701840.380778413
419,15589.626768654607,6702002.943522017
420,16558.44029702684,6702364.880566026
421,14480.773320860217,6703492.5978881465
422,12684.188058947684,6703099.70147986
423,12133.824496467763,6702630.358916394
424,11952.039768000184,6703500.102232982
425,11298.371718063512,6703112.386788936
426,11847.176807674663,6703364.846410547
427,11251.728851420816,6703611.774847257
428,11432.734343449762,6703326.968035458
429,11038.552026552868,6703386.644423147
430,18621.413100407295,6702334.510107809
431,17365.17264680616,6702280.022216273
432,17215.33661219795,6702527.096458299
433,16776.737818471694,6703089.517513618
434,16556.881824155233,6702584.980443305
435,9370.65209599634,6703852.0995003525
436,9690.91827100881,6703785.093773418
437,10097.568370875697,6703996.833749748
438,10137.53206806988,6703542.62698419
439,10371.748276698805,6702819.200392339
440,10067.289469379166,6703213.512634575
441,10465.256648966666,6701717.656985612
442,11595.594758481302,6701519.730800395
443,21037.268689604156,6701134.610221249
444,20838.229440066207,6702033.848673929
445,20194.023546844724,6701440.954656946
446,18191.163268492393,6701002.608790282
447,19903.702314855083,6701481.860994735
448,15283.609488463366,6700681.813135304
449,15345.057847380627,6701855.9223511685
450,13970.930053027814,6702212.493465733
451,13967.256509831273,6702914.605411933
452,13949.779349778437,6701205.88116485
453,13715.674460637912,6701697.828423831
454,13502.052357807865,6703344.299156942
455,12026.735146323239,6700797.37670844
456,11452.215254339135,6700428.364911805
457,13507.39569336441,6700919.908035104
458,12306.258387705726,6701216.420028918
459,10340.91277774894,6699941.494931623
460,11138.962207246046,6699501.0865952065
461,16419.068294554912,6701051.729506207
462,18357.808546208875,6698883.9120046785
463,16499.107008434512,6699737.003918659
464,16360.625561886789,6699875.950092329
465,9169.16381765975,6699176.778384155
466,9749.806281639034,6699601.810492053
467,8821.958325876423,6698456.0602692235
468,8542.54640398517,6698656.590654916
469,8551.67460222949,6698017.33911818
470,10044.914251731885,6699106.77522007
471,10881.702864025272,6697282.797390018
472,10159.350688266659,6697049.807571429
473,11303.826373111291,6697033.025419941
474,11435.851289192968,6697453.125191814
475,11453.217129757404,6696601.700265904
476,11629.881161645242,6698521.7722657705
477,11645.911168320541,6698074.833993932
478,13087.609893582963,6697753.796364226
479,12614.836016184006,6697184.601636085
480,13192.138895437616,6697601.49538894
481,12537.023692120576,6695982.781366667
482,10537.502998491085,6696273.222894905
483,12049.555641935454,6697796.648264901
484,15354.520004098647,6694534.833797297
485,14218.2819615713,6695267.878688798
486,14587.52871253104,6696127.197527481
487,10472.826374339384,6704286.488648326
488,11245.161001463535,6703941.44132614
489,12278.873792969935,6704834.019909007
490,11972.522554307825,6704993.961729989
491,-29772.843090623333,6726520.728457277
492,-29629.463586481164,6727754.838518816
493,-27869.391117548745,6725200.812304239
494,-29047.26264963311,6725605.883938253
495,-28688.702569789293,6725679.519204485
496,-28072.21522977447,6725726.1014687065
497,-28942.399689307593,6727109.89545623
498,-29392.57571007397,6726696.86485201
499,-29158.24818195381,6725194.542003931
500,-32331.744225488663,6725119.836226137
501,-31695.55333560483,6725457.719618207
502,-31886.688901296362,6724982.071253944
503,-31138.733242658862,6725771.609015011
504,-32742.735785496658,6724513.974404993
505,-34665.66866946062,6724595.840147589
506,-34234.52828161868,6725661.961343302
507,-28104.609201595937,6725038.86095353
508,-29364.189239922744,6723688.555758566
509,-29497.327350911088,6723764.144002538
510,-28403.613353867797,6723280.713764292
511,-29048.26452505138,6723123.8155665705
512,-29247.081135606866,6722936.831252429
513,-31670.506450176443,6724467.936482519
514,-32487.702832089224,6724079.580245021
515,-31828.134849139842,6723501.91670221
516,-31522.0062494602,6722852.116592572
517,-31950.252330541396,6722949.189278592
518,-32930.19780799448,6722324.684679772
519,-33122.22392961305,6722354.950646476
520,-33173.764853850196,6721382.018819513
521,-33140.591645592925,6721497.160033183
522,-36155.791373219814,6722380.202219579
523,-36576.35640943706,6722180.51993289
524,-35623.68420722853,6721488.743746234
525,-35131.65205792266,6721933.028145953
526,-35844.20811848956,6723712.915874293
527,-35723.53779046837,6724562.341374407
528,-34789.56726271341,6722632.005877982
529,-29406.379326933096,6721431.620666843
530,-29106.70725771667,6722622.6929439735
531,-29597.514892624633,6722655.288259619
532,-28924.81120976069,6721690.737033957
533,-27555.024875548985,6721885.03495101
534,-25229.338073897143,6722084.889074222
535,-25432.273505614103,6721861.03845962
536,-26110.76580199669,6722433.033778332
537,-26319.93512519723,6722484.791129331
538,-26605.246980101194,6721707.57003412
539,-26101.971562226074,6721595.470071799
540,-25906.049258428495,6721395.986096142
541,-27049.07778989559,6721349.428600549
542,-25422.03211246028,6721086.383751167
543,-25773.467744893485,6720700.337398188
544,-32857.3948610139,6721654.743182283
545,-34872.50028335375,6721679.097213768
546,-35778.08434095749,6720917.351926824
547,-35739.567797143674,6721199.909212985
548,-35132.6539333381,6719934.923908651
549,-33943.427813193244,6721158.366589082
550,-33763.86947454466,6721002.762696134
551,-27124.32976567198,6720887.628472999
552,-27215.389109138374,6720372.856950049
553,-27576.954815236997,6720293.003135375
554,-28803.584284286168,6721455.974030998
555,-28193.10819677812,6721058.092163197
556,-28423.87350119014,6720805.979061819
557,-28521.166736145777,6720702.127923447
558,-27963.67872625241,6720307.1475880835
559,-24321.972904439343,6720687.624680204
560,-24389.098557389683,6720636.057802329
561,-24120.484626105586,6719995.080118371
562,-24221.45140425493,6720266.504733133
563,-23897.734325028385,6720107.158051426
564,-24193.62153155704,6719890.702216448
565,-23809.45796882867,6719773.4353289725
566,-23512.01228942841,6719658.318484928
567,-23311.859844983792,6719043.1960228365
568,-36375.42472855381,6720147.083949711
569,-30144.872828855412,6720288.348004412
570,-31029.640141680633,6719740.851547041
571,-30921.88287459154,6720023.3680134555
572,-31698.8929203305,6720786.999272108
573,-31511.764856306378,6721371.991045936
574,-25022.395140512777,6719221.85602503
575,-25803.078729445446,6719540.338835532
576,-25838.589647007288,6719998.302785004
577,-26770.333784948907,6720048.254280881
578,-24704.91195276981,6719333.207227404
579,-34069.66411575344,6720282.260529477
580,-33914.15078711498,6718948.855097866
581,-31149.531233266018,6718803.676036961
582,-32556.27563841993,6719691.439027597
583,-32770.788297177016,6719855.790523803
584,-31756.222458089123,6719292.748254308
585,-29501.112213598863,6718716.319230148
586,-29300.73713016894,6719448.856550936
587,-29338.14047907609,6719295.075534922
588,-29666.08769895251,6718734.757166689
589,-25425.149058203486,6718433.311092105
590,-25423.14530736695,6717982.415847676
591,-25884.34195772295,6718965.861445722
592,-25661.257698174883,6718960.491016244
593,-25572.87002248393,6718832.854851266
594,-24972.412689147237,6718631.469458265
595,-24668.287840298468,6718791.503310977
596,-25243.253010244673,6718650.981247373
597,-26063.788976883126,6718381.042480213
598,-25733.0587697372,6718514.757714147
599,-23147.774915554346,6718269.704295053
600,-24269.764063257633,6718345.600256141
601,-22706.83841252069,6718510.103599519
602,-24107.571565173494,6719268.759400575
603,-23881.48167937062,6719189.274449864
604,-24443.53378838756,6719322.107843099
605,-22696.263060896003,6718612.852748935
606,-26763.54329600916,6718990.386452007
607,-26137.482479787916,6718654.919412312
608,-26390.177723887944,6718892.823908271
609,-26324.833182794508,6717804.677975679
610,-27666.789644305485,6718818.891970026
611,-28175.96499519332,6717596.516597612
612,-28334.149991612885,6717627.659921948
613,-27147.038941792962,6717592.7579285875
614,-27854.251666803313,6718768.769003805
615,-31593.69600152845,6717936.772821606
616,-31294.803168750655,6717881.464556303
617,-32954.46545698707,6719481.7972160345
618,-32716.019107708267,6719519.750756238
619,-29064.851129180017,6718496.678283757
620,-28802.248450397034,6717857.83783901
621,-30325.655681904725,6716225.075516787
622,-29219.585221382673,6717318.916709173
623,-29152.125609961466,6717727.713131779
624,-22639.267481608247,6717924.064416732
625,-22426.424615214,6717764.405582928
626,-22232.728701232598,6717741.853129961
627,-22582.27190232333,6717238.555902515
628,-22333.472840399474,6717432.031704701
629,-21879.623276436556,6717416.102440998
630,-22250.985097724068,6717063.160904394
631,-33140.92560406662,6717815.417314045
632,-25379.508066976225,6717001.236633677
633,-25268.29989567306,6716816.719415962
634,-24625.095877869844,6716997.478239335
635,-27896.553073304898,6717531.903528649
636,-27960.227822038334,6717351.6697820695
637,-28234.29640837021,6717036.315064486
638,-27474.42956421605,6716656.00850394
639,-27106.184688671743,6717424.514520198
640,-26961.69198962291,6716487.605482575
641,-27074.458633794846,6716470.962227419
642,-27238.543563224288,6716519.997291711
643,-27159.39540527172,6716139.893787609
644,-22977.45609463849,6717550.8757339725
645,-23181.727360244586,6716880.074032139
646,-23198.425283864453,6716460.403620809
647,-23333.901104160203,6717484.115245047
648,-23852.98388972816,6716535.924803114
649,-22266.681145925668,6716622.542376599
650,-22541.528968693343,6716540.756750927
651,-24423.05100207992,6716129.872466261
652,-24114.139415130772,6715367.572372188
653,-24450.546916306947,6716450.73982337
654,-24128.833587914105,6715755.871253135
655,-25219.764597687892,6716633.6380827315
656,-25581.107664804047,6716228.833554762
657,-25555.72682090196,6716348.912728632
658,-25849.832915579376,6715868.427706781
659,-25134.493867740144,6716246.907952125
660,-26337.4122852529,6716549.704810016
661,-24838.717980702724,6716461.835295481
662,-24627.990184630584,6716017.491349791
663,-24530.02903273321,6716087.460939209
664,-22008.197288301326,6715449.525157303
665,-21812.60894297745,6715439.86255898
666,-21834.87284113633,6716232.054731557
667,-21456.386572441035,6716217.917354003
668,-21625.70351793579,6716836.763761015
669,-21961.888380132328,6716351.06021134
670,-22423.7529474329,6716302.920943206
671,4911.638572782093,6698946.948819032
672,5068.487735309689,6698136.43609621
673,5159.658398267314,6697154.428996354
674,5058.246342155868,6697537.754793128
675,5814.217004133852,6696911.26658876
676,7616.590879567862,6696035.263581837
677,-5717.369047143149,6694652.095136793
678,-6199.939039730994,6696258.9415700715
679,-5692.656120185631,6695887.45739032
680,-5164.22249739089,6695467.081229521
681,-8316.011240220196,6695184.879065512
682,-7115.319212523613,6695307.147622001
683,-6596.236426955658,6696168.255740756
684,-7477.886794037673,6696859.4928563405
685,-8748.821420424969,6695897.632368408
686,-9002.184581469568,6695271.805573614
687,-8769.526845712246,6695655.756937772
688,-8909.90072360244,6695246.994833127
689,-2658.420759634305,6695417.458636386
690,-3751.355520241796,6695557.759265656
691,-3495.209371927692,6695496.176631317
692,-2802.690819703507,6694278.542428619
693,-2784.3231037208025,6693830.230365282
694,-2932.378026477779,6696424.963515129
695,-2649.8491588433203,6696210.206737289
696,5106.670320649803,6695020.845734026
697,5233.574540154569,6693312.703276721
698,6122.349354647198,6693388.902618574
699,5653.694298409716,6696151.653916598
700,6124.1304665012685,6694366.351656762
701,8388.591548218314,6695136.864615153
702,7720.340644986713,6695112.589758941
703,7531.320149620117,6695393.896935245
704,6579.53850333579,6693825.411858259
705,886.1031467143572,6693892.335821567
706,948.8873395207557,6694080.082776302
707,1713.2069633072576,6693407.4618166145
708,1516.5054230767116,6693528.2760894
709,2153.25291041388,6694974.438643476
710,1540.5504330868291,6694466.655223935
711,-7622.156854106875,6693505.433667324
712,-7586.089339088866,6693290.932166876
713,-6549.1482823508595,6694740.086868096
714,-5870.099388512102,6694808.624695505
715,-6945.000391610589,6694358.855710159
716,-7106.41365326176,6694367.957931934
717,8985.709296832167,6694115.241193839
718,9925.579757599837,6692437.086495132
719,10908.196902834028,6692267.755513068
720,10808.454639082585,6692753.632442814
721,-375.8146009170213,6694105.068438165
722,286.64768879310066,6693627.855520078
723,462.64380373636976,6693623.037132547
724,-1604.2251818230952,6693311.989468916
725,-1197.5750819533769,6693021.653323306
726,-841.2413919257294,6693528.811459435
727,-488.5812450917906,6693429.233237347
728,-1970.35498703963,6694275.3299138
729,-2109.615670023155,6695046.191256463
730,-1833.3206938751089,6694311.738489147
731,-2534.522166381512,6694966.228185704
732,-820.7586056180871,6693870.027772816
733,-865.7316798979482,6694338.33112968
734,-990.5208290777762,6694871.451543028
735,-1664.1150678687543,6694233.210392045
736,-5162.886663501754,6693531.488310134
737,-4715.716268984517,6693794.00240073
738,-5541.038973726179,6692431.198214454
739,-5383.187935780316,6694336.546385994
740,12118.3510872458,6693224.548485576
741,12049.555641935454,6691716.606602571
742,11914.413780113404,6691468.610655651
743,12600.141843400674,6693279.689731254
744,11411.583640200384,6692352.688211378
745,-6785.2569223222545,6693436.728330058
746,-6823.773466136068,6692765.231033715
