part.a,part.b,dist,soil,ffreq,x,y,mean,sd,X0.025quant,X0.5quant,X0.975quant
1,0,0.0593636,1,1,181020,333460,6.55194615607364,0.224163677971897,6.10989835952642,6.55205705353967,6.9932386608865
1,0,0.0812247,1,1,181060,333460,6.45311268656811,0.27873671208331,5.90402571208263,6.45232313670013,7.00676852814165
1,0,0.103029,1,1,181100,333460,6.31937610495074,0.224781718342844,5.87475829948182,6.31966893984868,6.76234215320443
1,0,0.12481,1,1,181140,333460,6.18574269102787,0.201810363318525,5.78482784119064,6.1868025576171,6.58056342389787
1,0,0.146578,1,1,181180,333460,6.05214859146077,0.219742264449419,5.61323351661392,6.05409514913893,6.47977234911911
1,0,0.179213,2,1,181220,333460,5.88824744022069,0.270607406210928,5.34476986760882,5.89148076383206,6.41340611057559
1,0,0.190094,2,1,181260,333460,5.82486748585466,0.207551169497204,5.41243232001839,5.82649525309841,6.2279616382811
1,0,0.211846,2,1,181300,333460,5.73126842749144,0.201851842325203,5.33491999508609,5.7313381619045,6.12716310338665
1,0,0.233596,2,1,181340,333460,5.65847604333544,0.231267896591915,5.2010611914662,5.65971769405836,6.10887235475369
1,0,0,1,1,180900,333420,6.86943576307964,0.223514551689018,6.43198243305109,6.86888662717097,7.30978274007449
1,0,0.0122243,1,1,180940,333420,6.71920851552854,0.207938171323802,6.30929807054926,6.71967226557387,7.12635561660771
1,0,0.0484884,1,1,180980,333420,6.52794518508477,0.212530347097577,6.1059410419638,6.52939796676665,6.94167258596176
1,0,0.0756869,1,1,181020,333420,6.41411294088821,0.216011054234404,5.98465349005475,6.41557904388753,6.83499524752124
1,0,0.103027,1,1,181060,333420,6.2917178854364,0.193222850902009,5.90930969350846,6.29251194398591,6.66956421515917
1,0,0.12481,2,1,181100,333420,6.18475431530575,0.203483401719135,5.78378765619107,6.18504018746166,6.58419060448863
1,0,0.146578,2,1,181140,333420,6.05116085339708,0.178594904380664,5.69905491119238,6.05159019868023,6.40075743344172
1,0,0.168339,2,1,181180,333420,5.91757360526554,0.19934744793615,5.52235522089597,5.91871818664634,6.30615369558596
1,0,0.190094,2,1,181220,333420,5.84215123279532,0.199863399257473,5.44464871136126,5.8435960224229,6.23130723471524
1,0,0.222715,2,1,181260,333420,5.72734812431905,0.187335788982187,5.35636384164816,5.72832914852063,6.09268758290026
1,0,0.233596,2,1,181300,333420,5.66858170291052,0.211012434865603,5.24988038454771,5.67000748385492,6.0790530281316
1,0,0.255343,2,1,181340,333420,5.57952920852782,0.285855533304183,5.00671845112522,5.58303695577664,6.13244156882484
1,0,0.275265,2,1,181380,333420,5.56869028793975,0.259039925090787,5.05271957062941,5.57094937887583,6.07177718444609
1,0,0,1,1,180860,333380,6.91943394760807,0.265784220987618,6.40031403319419,6.91842813639662,7.44408877446846
1,0,0.0054321,1,1,180900,333380,6.78814454948604,0.214225298365509,6.36750126427844,6.78816504277393,7.20876363249449
1,0,0.0373369,1,1,180940,333380,6.58295578900937,0.207759487700213,6.17290895444292,6.5836347251262,6.989118251337
1,0,0.0593662,1,1,180980,333380,6.40537528710711,0.250393795851404,5.90409693142926,6.40838802330818,6.88933354779398
1,0,0.0921516,1,1,181020,333380,6.26767918433135,0.197835422827333,5.87440548936984,6.26926901604208,6.65184687957597
1,0,0.119308,1,1,181060,333380,6.1457735673926,0.170307494981848,5.81017669390921,6.14618529219451,6.47898969763217
1,0,0.146576,2,1,181100,333380,6.02352291355639,0.17964334501006,5.66986104000964,6.02382333832121,6.37533446792595
1,0,0.168339,2,1,181140,333380,5.91658984374475,0.221206880976796,5.48038171658283,5.91712936451542,6.34981318826393
1,0,0.190094,2,1,181180,333380,5.84117266683469,0.170777102517098,5.50601924312001,5.84113871406595,6.17661638115402
1,0,0.211846,2,1,181220,333380,5.76583799800909,0.167291554058677,5.43695153383116,5.76596054870882,6.09396823656853
1,0,0.233596,2,1,181260,333380,5.68583529925732,0.184115027481608,5.32300263670379,5.68622247935111,6.04634652578822
1,0,0.266209,2,1,181300,333380,5.56648484798037,0.203887977620062,5.16369833863258,5.56728603431613,5.96478705574616
1,0,0.27709,2,1,181340,333380,5.57030338197169,0.207125401225468,5.16167456121149,5.57095359748911,5.97530827808044
1,0,0.298835,2,1,181380,333380,5.54385466631235,0.251156308237703,5.047175430074,5.54476889416391,6.03529051611329
1,0,0.326079,2,1,181420,333380,5.50838834546835,0.253759978280216,5.00837369130206,5.50881129500103,6.0061145930564
1,0,0,1,1,180860,333340,6.86746308849419,0.198321966279954,6.47681650343031,6.86799357986773,7.25520431317805
1,0,0.0264645,1,1,180900,333340,6.69846127732323,0.176921301823446,6.34996191108809,6.6989039315086,7.0444933581281
1,0,0.0537889,1,1,180940,333340,6.50611160918746,0.165442283250626,6.18079987770188,6.50628981276564,6.83043878343806
1,0,0.081222,1,1,180980,333340,6.32437575215174,0.182663525958279,5.96328274810185,6.32521687416665,6.6808656083568
1,0,0.103029,1,1,181020,333340,6.18010470751933,0.188942146119328,5.80490278356752,6.18147865456172,6.54749799747598
1,0,0.1357,1,1,181060,333340,6.04278688808307,0.166590959115237,5.71371603814011,6.04346941132444,6.36810314628602
1,0,0.162853,2,1,181100,333340,5.92082681835632,0.182246183503731,5.56088870989254,5.92149077276876,6.27697381010668
1,0,0.190091,2,1,181140,333340,5.81502714264644,0.174401865886261,5.47207308963957,5.81518943588385,6.15701362032311
1,0,0.211846,2,1,181180,333340,5.74218410177591,0.16088344508965,5.42665942709729,5.74205405979466,6.05847963449354
1,0,0.233596,2,1,181220,333340,5.67807530429319,0.17345499238664,5.3373755797961,5.67811116372396,6.01865388956632
1,0,0.255343,2,1,181260,333340,5.6140460024981,0.230853716206365,5.15920408263261,5.61431609498377,6.06745297112918
1,0,0.27709,2,1,181300,333340,5.58755657189395,0.186812755422621,5.22105995301683,5.58742765746888,5.95485458675686
1,0,0.309699,2,1,181340,333340,5.53078305648187,0.188152321694649,5.16177375684977,5.53061135349019,5.90078299007092
1,0,0.32058,2,1,181380,333340,5.53458882308463,0.233479298558677,5.07734191545146,5.53395890670032,5.9954800842713
1,0,0.342324,2,1,181420,333340,5.50815380142991,0.304171317354215,4.91302926095004,5.50670290829751,6.11168429929854
1,0,0,1,1,180820,333300,6.86608387764345,0.190821963873472,6.48802971939762,6.86735467841364,7.23703111052382
1,0,0.0054321,1,1,180860,333300,6.80034833344031,0.16272262606584,6.47528907038664,6.80234081105239,7.11445519298539
1,0,0.0373369,1,1,180900,333300,6.62665610322188,0.161922163734741,6.30714082650649,6.62723333900673,6.94296725082652
1,0,0.0703468,1,1,180940,333300,6.4289723579259,0.170716974758121,6.09383066251097,6.42894473131202,6.76439147301553
1,0,0.0975136,1,1,180980,333300,6.25885345261086,0.156681351759949,5.95090768966606,6.25894812094695,6.56631659076946
1,0,0.124808,1,1,181020,333300,6.09931555568249,0.172436507960374,5.75811262303012,6.10004229324678,6.43632343310454
1,0,0.146578,1,1,181060,333300,5.95520286294865,0.23496936114265,5.4853275874155,5.95736562152853,6.41295626052799
1,0,0.179216,1,1,181100,333300,5.83429616866907,0.183376286001612,5.47048044093021,5.83539846660634,6.19199455872778
1,0,0.20637,2,1,181140,333300,5.7287250716826,0.175405803675286,5.38262826591503,5.72925364312927,6.0718420183198
1,0,0.233593,2,1,181180,333300,5.63177130030696,0.189299892266027,5.25838998319224,5.63225708182932,6.00250291555637
1,0,0.255343,2,1,181220,333300,5.56771873100203,0.195479651344836,5.1824555561209,5.5680773408892,5.95100341541614
1,0,0.27709,2,1,181260,333300,5.56019292651933,0.171313191857627,5.22428853314527,5.55999242519106,5.89722656309779
1,0,0.298835,2,1,181300,333300,5.55270717418572,0.18737825498695,5.18606234106417,5.55218568159909,5.92227943527884
1,0,0.32058,2,1,181340,333300,5.52618088766818,0.17547317916587,5.18143327101114,5.52627165760645,5.87047564843042
1,0,0.353186,2,1,181380,333300,5.46943248732795,0.213009207934055,5.05299686618239,5.46880444027947,5.88950081879975
1,0,0.364067,2,1,181420,333300,5.47277390334441,0.238828416862014,5.00652909404538,5.47175793827877,5.94490437331777
1,0,0.380356,2,2,181460,333300,5.45099425167434,0.262023785976546,4.93924892734035,5.44982874171436,5.96918038617002
1,0,0,1,1,180820,333260,6.84817831335564,0.225237460456921,6.40617552060458,6.8481505630978,7.29036361507905
1,0,0.0264645,1,1,180860,333260,6.68967333251014,0.178936569048409,6.3370392633699,6.69022435652886,7.03937788493278
1,0,0.0537889,1,1,180900,333260,6.52881765795771,0.176814533959177,6.18281003658192,6.52838499174581,6.87721939035787
1,0,0.081222,1,1,180940,333260,6.36767494163731,0.220186020860304,5.93760610972006,6.36661363776401,6.80362750622936
1,0,0.113932,1,1,180980,333260,6.1819394486632,0.160404083900206,5.8673599885773,6.18177144364696,6.49745099641142
1,0,0.141086,1,1,181020,333260,6.01174853524559,0.148037015247214,5.72068198632982,6.01182783760486,6.30237537105618
1,0,0.168336,1,1,181060,333260,5.86189070727264,0.16145481727234,5.54277118372072,5.86247632973671,6.17766460812601
1,0,0.190094,2,1,181100,333260,5.76858022241593,0.156489122961599,5.4599537248055,5.7689944836822,6.07488003393887
1,0,0.222718,2,1,181140,333260,5.64499833121989,0.19426431321056,5.26069384895246,5.64576365574804,6.02503943711467
1,0,0.249874,2,1,181180,333260,5.53663519826294,0.256521692319249,5.02828517634019,5.53768904582057,6.03931890610083
1,0,0.277087,2,1,181220,333260,5.51388699368471,0.205337362948681,5.10992601730519,5.51383852474797,5.91822000596856
1,0,0.298835,2,1,181260,333260,5.50638687567173,0.182004953651206,5.15056533595073,5.50566758617092,5.86622711439831
1,0,0.32058,2,1,181300,333260,5.49882624034351,0.196745038064286,5.115804186144,5.49753989246246,5.88941678540048
1,0,0.342324,2,1,181340,333260,5.49133909725692,0.242719423019563,5.0203611839787,5.48909658164246,5.9751693148128
1,0,0.364067,2,1,181380,333260,5.46436474321994,0.197921150507608,5.07499529263787,5.46469253197216,5.85187791426723
1,0,0.396672,2,2,181420,333260,5.407084476927,0.221238315058524,4.97367603694082,5.40676716312395,5.84231794851585
1,0,0.407552,2,2,181460,333260,5.40541385245774,0.267962666610473,4.88361567776047,5.40376038628416,5.936575061922
1,0,0,1,1,180780,333220,6.73116142295472,0.181001530308815,6.37509022240291,6.73145194279262,7.08557026637013
1,0,0.0054321,1,1,180820,333220,6.70713125399282,0.174467665892582,6.36247171305943,6.70787190169372,7.0476718456856
1,0,0.0373369,1,2,180860,333220,6.55327176472294,0.157070022305819,6.24340841015498,6.55377889637476,6.86025972039103
1,0,0.0703468,1,1,180900,333220,6.37658301081266,0.151222956810425,6.0797932502961,6.37651857875,6.67377161580517
1,0,0.0975136,1,1,180940,333220,6.22689687060462,0.164533315808193,5.90428651899844,6.22669125024405,6.55060656067368
1,0,0.124808,1,1,180980,333220,6.09839776639054,0.154888909598756,5.79447233270229,6.09831243437901,6.40285486600141
1,0,0.157461,1,1,181020,333220,5.91285697523134,0.142818779479971,5.63273914238259,5.91272297995171,6.19376577620233
1,0,0.184614,1,1,181060,333220,5.7839014130051,0.133287916488531,5.52288160376426,5.7836007498598,6.04653053204876
1,0,0.211843,2,1,181100,333220,5.67531513127666,0.147160363121745,5.38650044362071,5.67526688398462,5.9645047764517
1,0,0.233596,2,1,181140,333220,5.5783970302486,0.168273040107006,5.24670012958518,5.57876803931157,5.90800549776549
1,0,0.266212,2,1,181180,333220,5.46918470940779,0.187294124527091,5.09935754058869,5.46985378461489,5.83533884444617
1,0,0.29337,2,1,181220,333220,5.41130696900229,0.190482297227696,5.03498934708781,5.41203366840782,5.78345175140623
1,0,0.320577,2,1,181260,333220,5.38855821911049,0.168511827226994,5.05763025045681,5.38857159848992,5.719492653517
1,0,0.342324,2,1,181300,333220,5.38103448948619,0.187355280070326,5.01363104742883,5.38082567877103,5.74960104357504
1,0,0.364067,2,1,181340,333220,5.40781154244548,0.203778746677283,5.01007116373252,5.40693036699621,5.81070712594064
1,0,0.38581,2,1,181380,333220,5.40627848064953,0.207428531220428,5.00037928620615,5.40584033911252,5.81471122739127
1,0,0.407552,2,2,181420,333220,5.39066791820514,0.243311867334326,4.91659318432549,5.38931823653236,5.87235265362123
1,0,0.440156,2,2,181460,333220,5.34476465166787,0.32341668165331,4.71848525870694,5.34119619690746,5.99149517431153
1,0,0.456516,2,2,181500,333220,5.3076470972535,0.313656213557515,4.69785946349095,5.30515780873344,5.93154422366416
1,0,0,1,1,180780,333180,6.62826653252688,0.185319388957964,6.26422941321495,6.62835482411965,6.99190869595411
1,0,0.0264645,1,1,180820,333180,6.52252137007558,0.15666225243643,6.21421461710502,6.52275576269685,6.82949359549135
1,0,0.0537889,1,2,180860,333180,6.3914144669822,0.161258897122717,6.07478133768882,6.3914189957984,6.70812734820773
1,0,0.081222,1,1,180900,333180,6.24018242442476,0.17639044216851,5.89305468704111,6.24032750252523,6.58645175606388
1,0,0.113932,1,1,180940,333180,6.08578738417792,0.154525631018271,5.78218138848689,6.0858362417615,6.38918620332981
1,0,0.141086,1,1,180980,333180,5.95768699223406,0.147664882829971,5.66801508478626,5.95757774415393,6.24802199176575
1,0,0.168336,1,1,181020,333180,5.82929906988438,0.18907361367467,5.45804375103408,5.82926352133775,6.20083633175941
1,0,0.200968,1,1,181060,333180,5.70203454117352,0.149884399303974,5.40808651549407,5.70189368448671,5.99681865420176
1,0,0.228123,2,1,181100,333180,5.59003091002867,0.144276887699111,5.30692289225818,5.5899761987906,5.87350694142176
1,0,0.255341,2,1,181140,333180,5.47785588121515,0.1755287974812,5.1307299353705,5.47860080474365,5.82063123235259
1,0,0.27709,2,1,181180,333180,5.41701370440454,0.161189184389135,5.10023358038914,5.41711046718917,5.73315438550668
1,0,0.309702,2,1,181220,333180,5.3438875982465,0.164213216430808,5.0220608398762,5.34365890496785,5.66698944804782
1,0,0.336861,2,1,181260,333180,5.28598538389754,0.220120585752108,4.84987912617478,5.2871569851177,5.71529948986706
1,0,0.364064,2,1,181300,333180,5.2975123536848,0.195848736518428,4.91215455915483,5.29770447573849,5.68176268812244
1,0,0.38581,2,1,181340,333180,5.32425356809594,0.221691284674982,4.89073229763888,5.32345154970351,5.76238541426098
1,0,0.407552,2,2,181380,333180,5.33690777079423,0.257512445303042,4.83597074827632,5.33484199650745,5.84937769013484
1,0,0.429295,2,2,181420,333180,5.32128564484644,0.283992937521278,4.76954968992173,5.31876611031372,5.88721143956663
1,0,0.451037,2,2,181460,333180,5.29440461846584,0.287732603716663,4.73501795067135,5.29217475971671,5.86652431535962
1,0,0.483639,2,2,181500,333180,5.23732810891893,0.332742584347466,4.59053761363654,5.23446488049766,5.90010768974733
1,0,0.5,2,2,181540,333180,5.20022555402062,0.366028958794285,4.48739433641262,5.19743862156896,5.92890985583504
1,0,0.0054321,1,1,180780,333140,6.51022411998549,0.228600541380671,6.05899405840687,6.51087540836052,6.9578118004872
1,0,0.0373369,1,1,180820,333140,6.36628262231549,0.182140146756874,6.0075999899919,6.36659776818583,6.72302973534368
1,0,0.0703468,1,2,180860,333140,6.2193436438129,0.185527842653729,5.85334038971222,6.21988119004673,6.58220778040368
1,0,0.0975136,1,1,180900,333140,6.08865462372566,0.23663630077197,5.61891879706795,6.09009090713257,6.55043671808297
1,0,0.124808,1,1,180940,333140,5.97684683429225,0.174571242170322,5.63271183512868,5.97724824870272,6.31863289300247
1,0,0.157461,1,1,180980,333140,5.85008884670824,0.149048997141284,5.55795173030914,5.84988181564374,6.14339096203937
1,0,0.184614,1,1,181020,333140,5.73903635794452,0.151818265170787,5.44140668908981,5.73884899207329,6.03773235666589
1,0,0.211843,1,1,181060,333140,5.62846573344765,0.148018081454348,5.3376691073721,5.62850047955038,5.91903630544655
1,0,0.244466,2,1,181100,333140,5.50290038061074,0.183458674196805,5.13893933522426,5.50400892968528,5.86066526295608
1,0,0.271622,2,1,181140,333140,5.39256827458737,0.241422918441047,4.91034051242727,5.39483257211512,5.86195861238203
1,0,0.298832,2,1,181180,333140,5.34579426588584,0.171517095225028,5.00805820768024,5.34609291576081,5.68170482446466
1,0,0.32058,2,1,181220,333140,5.31423829560396,0.157092593284058,5.00740528414445,5.31364251102986,5.62428637251362
1,0,0.353189,2,1,181260,333140,5.26641988588597,0.181318392437815,4.90916809910299,5.26679133790859,5.62139233910224
1,0,0.38035,2,1,181300,333140,5.26177799997068,0.201202568922407,4.86558998654857,5.26202300449143,5.65662368850596
1,0,0.40755,2,2,181340,333140,5.25704743108981,0.262365358408519,4.74214864963618,5.25623910100041,5.77657951915762
1,0,0.429295,2,2,181380,333140,5.2675491910299,0.343292995193379,4.59663686351651,5.264966544363,5.9530801939933
1,0,0.451037,2,2,181420,333140,5.24064715898311,0.30764542694745,4.64054331174779,5.23844005587964,5.85315637913237
1,0,0.472778,2,2,181460,333140,5.21385781826407,0.311168863122413,4.60741072489046,5.21169269924576,5.83244849654859
1,0,0.49452,2,2,181500,333140,5.18702503150514,0.352679325750714,4.49956299228638,5.18441894714097,5.88915574223213
1,0,0.521728,2,2,181540,333140,5.14495953273199,0.421410443672545,4.32289395677825,5.141729756502,5.98523650522675
1,0,0,1,1,180740,333100,6.52010404383936,0.200780037022272,6.1252714113523,6.52030178623479,6.91378226137046
1,0,0.0122243,1,1,180780,333100,6.42720311050213,0.181987517325039,6.06983368871894,6.42724361152004,6.7844079047551
1,0,0.0537778,1,2,180820,333100,6.25504896703736,0.165999776719534,5.92934273192517,6.25497647085735,6.58117931497619
1,0,0.0812194,1,2,180860,333100,6.12360388226005,0.17638973889102,5.77615301594101,6.12395438473842,6.4689274202659
1,0,0.113932,1,2,180900,333100,5.99320902348154,0.180103272658672,5.63813040377964,5.99365630759431,6.3456064215624
1,0,0.141086,1,1,180940,333100,5.88620939100824,0.198632567265384,5.49410022533413,5.88686261493233,6.27470564369742
1,0,0.168336,1,2,180980,333100,5.77451616479542,0.185202508851187,5.40990734275725,5.77476796818492,6.13768647780168
1,0,0.200968,1,2,181020,333100,5.64854458492621,0.173416795323389,5.30690291976896,5.64885696154281,5.9883732242314
1,0,0.228123,1,1,181060,333100,5.53819739447163,0.176854789522677,5.18778163155337,5.53911645110586,5.88330899566187
1,0,0.255341,2,1,181100,333100,5.45573117272042,0.175832991792984,5.10746875243881,5.45661079020358,5.79887648557587
1,0,0.287957,2,1,181140,333100,5.36731720864129,0.187935804593866,4.99512360923379,5.36824322214728,5.73416989112399
1,0,0.315116,2,1,181180,333100,5.31234713115169,0.191297617310409,4.93495172625569,5.31291028325001,5.68645070972818
1,0,0.342321,2,1,181220,333100,5.26559386960243,0.192825904321109,4.884758474224,5.26628064880771,5.64244013021748
1,0,0.364067,2,1,181260,333100,5.26207227484828,0.199156477237538,4.86892086009896,5.26257902520793,5.65232287264444
1,0,0.396675,2,1,181300,333100,5.24224085105915,0.22892617638413,4.79217394350652,5.24191129574349,5.69417757735778
1,0,0.423837,2,2,181340,333100,5.2339894222063,0.253002103780106,4.73890100330244,5.23284792279857,5.73571003231827
1,0,0.451034,2,2,181380,333100,5.21551218173111,0.282452289420539,4.66399625492969,5.21377694998336,5.7767390895103
1,0,0.472778,2,2,181420,333100,5.1921040433504,0.30925364294358,4.58839518402358,5.19011429069985,5.8067778675134
1,0,0.49452,2,2,181460,333100,5.1652609076887,0.315635764946163,4.54963287109463,5.16323554021506,5.79229509666919
1,0,0.516261,2,2,181500,333100,5.13843888665198,0.359150377872394,4.43784769718086,5.13594646562203,5.85286699728086
1,0,0,1,1,180700,333060,6.51485089567789,0.273748453644268,5.97494748126731,6.51502137856379,7.05356160299884
1,0,0.0054321,1,1,180740,333060,6.44087228835262,0.208000408188622,6.03104516691294,6.44124350725176,6.84863202933139
1,0,0.0373369,1,1,180780,333060,6.29300766395729,0.19420281296724,5.91003063284062,6.29352199312837,6.67300729427054
1,0,0.0593662,1,2,180820,333060,6.17406110639023,0.214874100374772,5.74748944974422,6.17540134834853,6.593085081318
1,0,0.0975026,1,2,180860,333060,6.02067557876748,0.203668231091073,5.61626369556121,6.02202620235327,6.41746698777548
1,0,0.124805,1,2,180900,333060,5.91324975504828,0.182725613476451,5.5520241779689,5.91399783210128,6.27015578379034
1,0,0.157461,1,2,180940,333060,5.7908914865917,0.203986220487883,5.38790346373465,5.7916039869254,6.18997590807296
1,0,0.184614,1,2,180980,333060,5.683891139089,0.257183050406506,5.17524624634166,5.68473347962759,6.18764730731342
1,0,0.211843,1,2,181020,333060,5.60136057111905,0.196364426511206,5.21462743100073,5.60167670796359,5.98631987857819
1,0,0.244466,1,1,181060,333060,5.50384699545341,0.168504750611504,5.17287843339403,5.50388463412624,5.83467731288932
1,0,0.271622,1,1,181100,333060,5.42155232594071,0.188766249321359,5.04842017472369,5.42219501253379,5.7910530184296
1,0,0.298832,2,1,181140,333060,5.3573244598665,0.181691444015933,4.99888930625623,5.35782261355639,5.71309682340618
1,0,0.331446,2,1,181180,333060,5.28713152317752,0.200356646102554,4.89124161539949,5.28780960560229,5.67926155253579
1,0,0.358606,2,1,181220,333060,5.23216352177664,0.268034524248867,4.69996355670704,5.23344359721977,5.75720137202639
1,0,0.385807,2,3,181260,333060,5.2237717494627,0.227189675254097,4.77551354985963,5.22409862531094,5.67018221940798
1,0,0.407552,2,3,181300,333060,5.2306084268608,0.220957233015122,4.79674176443181,5.23031306195274,5.66616423399711
1,0,0.440159,2,1,181340,333060,5.20715492455215,0.252182067109835,4.71365706973532,5.20614233857818,5.70637351980142
1,0,0.467322,2,2,181380,333060,5.17870502022711,0.260476222498344,4.66980838110284,5.1775659395633,5.69406526467486
1,0,0.494517,2,2,181420,333060,5.14008961615396,0.295515000459076,4.56287781575687,5.13854378354431,5.72612045520651
1,0,0.516261,2,2,181460,333060,5.11669092163442,0.371695090410676,4.39036978868373,5.11435697144298,5.85630765398605
1,0,0.532553,2,2,181500,333060,5.08663167624572,0.341231170515753,4.42027351623889,5.08462851384007,5.7642136882974
1,0,0,1,1,180700,333020,6.49559747897663,0.20028463258959,6.10228622644561,6.49557827919152,6.8891135855224
1,0,0.0264645,1,1,180740,333020,6.34797417377265,0.186597082651913,5.98086385483436,6.34815002760925,6.71408829032686
1,0,0.0537889,1,2,180780,333020,6.19799945946142,0.226042270952847,5.749800865591,6.19911328478032,6.63990590499235
1,0,0.081222,1,2,180820,333020,6.04776354823093,0.298278928261507,5.45124596509034,6.05036177910195,6.62978387090228
1,0,0.103029,1,2,180860,333020,5.9568755971216,0.233835031223788,5.49051038416378,5.95883704268551,6.41214751419508
